ASIN,Overall_Rating,Review_Count,5Star,4Star,3Star,2Star,1Star
B0DBQ7CK78,4.2,5.0,53,14,16,0,17
B0DG1JGQZ3,5.0,1.0,63,0,0,0,37
B0D8KSSPTP,2.0,1.0,0,0,0,100,0
B0DCZ548J7,4.8,8.0,85,15,0,0,0
B0DDH3JKRY,5.0,1.0,100,0,0,0,0
B0D9N661Y6,5.0,4.0,100,0,0,0,0
B0DFTNN769,4.1,10.0,70,0,15,0,15
B0DFTCVCBV,5.0,2.0,100,0,0,0,0
B0DFSXCLG7,,,0,0,0,0,0
B0DBG1BVL8,4.5,140.0,72,14,9,3,2
B0DFM16PG3,,,0,0,0,0,0
B0D9LM5C54,5.0,1.0,70,0,0,30,0
B0DBVBJKBX,3.5,3.0,63,0,0,0,37
B0DFPT9ZLM,4.6,24.0,80,12,0,8,0
B0D8NLYF48,4.6,3.0,77,23,0,0,0
B0D8NNGH97,3.6,6.0,71,0,0,0,29
B0D8NSVPL5,4.1,6.0,83,0,0,0,17
B0D8NF926X,5.0,2.0,100,0,0,0,0
B0D8P2KRRH,,,0,100,0,0,0
B0D8NSC6JK,3.0,6.0,57,0,0,0,43
B0D8NZDK9X,4.8,8.0,85,15,0,0,0
B0D95PLDZ2,4.6,3.0,72,28,0,0,0
B0D8T9YVMG,5.0,3.0,100,0,0,0,0
B0D95RHR8N,,,100,0,0,0,0
B0DDBWMR6Q,3.6,28.0,53,11,5,7,24
B0D95PKWDG,,,0,0,0,0,0
B0DFYFQLK5,,,0,0,0,0,0
B0D9GJ2XLY,4.6,17.0,67,13,13,7,0
B0DB11TXDC,4.5,4.0,52,48,0,0,0
B0D8Q425WN,4.8,7.0,85,15,0,0,0
B0D8W325LT,5.0,2.0,100,0,0,0,0
B0D9RG796N,4.5,15.0,77,8,8,0,7
B0D66S3KMB,4.0,2.0,71,0,29,0,0
B0DFY2TKDY,,,0,0,0,0,0
B0D66PJRPK,,,0,0,0,0,0
B0D66QTFDC,,,0,0,0,0,0
B0D66PBFCP,,,0,0,0,0,0
B0D4D7XTHW,4.6,15.0,77,12,11,0,0
B0D981GTKF,,,0,0,0,0,0
B0DB87WRVB,4.2,3.0,71,0,29,0,0
B0D9B6VQSL,4.4,40.0,71,14,7,4,4
B0D9JN5RJ7,4.1,15.0,59,14,14,13,0
B0D66Z618Y,4.3,204.0,68,16,7,4,5
B0DB4F7L8S,4.4,14.0,80,0,11,0,9
B0DDKHKHKT,4.2,21.0,53,12,9,13,13
B0DBKNMX9J,,,0,0,0,0,0
B0DFH9Y58L,4.7,,82,12,3,1,2
B0CNLGSBQ1,4.4,134.0,67,21,4,4,4
B0DFCJQKSV,4.9,12.0,83,8,9,0,0
B0DFQDK5G5,,,0,0,0,0,0
B0DFPWYXF9,5.0,2.0,100,0,0,0,0
B0DD7G9JZ3,4.5,32.0,75,11,10,0,4
B0DDX5YSCK,2.8,9.0,32,0,31,0,37
B0DDPFR56Z,,,0,0,0,0,0
B0DDKNGQJR,5.0,1.0,100,0,0,0,0
B0D8H7XPS4,4.5,65.0,76,15,2,2,5
B0DFQJ9PFZ,,,0,0,0,0,0
B0DCW23X4T,4.6,,82,10,4,0,4
B0DFQHLRWW,5.0,1.0,100,0,0,0,0
B0DCGBLDSN,4.5,5.0,76,0,24,0,0
B0DCFPMNFD,4.8,7.0,86,14,0,0,0
B0D7MZ5CH5,4.6,3.0,59,41,0,0,0
B0DFGKP7PS,4.2,4.0,46,29,25,0,0
B0D9JFBDVK,4.3,32.0,65,12,5,0,18
B0DBQK45V4,3.4,10.0,37,21,9,14,19
B0D9Y25W14,1.0,1.0,0,0,0,0,100
B0DCZ6MCCH,4.5,37.0,70,18,12,0,0
B0D7M5XQQ1,,,0,0,0,0,0
B0D8Q68FCW,4.4,776.0,73,11,6,2,8
B0DB595CZY,5.0,1.0,100,0,0,0,0
B0DDKCLR2N,,,100,0,0,0,0
B0DCJDNYDY,4.6,81.0,77,15,4,2,2
B0D984JXTM,1.0,1.0,0,0,28,27,45
B0DFKBD8NS,4.5,259.0,81,7,6,0,6
B0DCNFWQV4,4.5,21.0,68,24,8,0,0
B0D68HDQJL,4.5,,76,12,5,2,5
B0DBLPJWBJ,5.0,7.0,100,0,0,0,0
B0DCZM3QSW,4.5,54.0,63,19,10,0,8
B0DFH9XNBD,5.0,3.0,100,0,0,0,0
B0DFLYS3TY,4.1,14.0,80,0,0,0,20
B0DDBXXTHY,3.3,19.0,58,6,4,7,25
B0DDSN9HWN,4.4,42.0,64,20,5,5,6
B0DFC3QQJ4,5.0,1.0,64,0,0,0,36
B0DDH845JJ,4.5,10.0,70,15,15,0,0
B0DDR73Z6N,,,0,0,0,0,100
B0D9J43MT1,5.0,2.0,100,0,0,0,0
B0DBQK2XFS,4.3,8.0,77,0,0,0,23
B0D94275QR,4.0,18.0,64,16,4,5,11
B0DBFW4T5D,4.2,15.0,76,0,12,0,12
B0D8XWHPNV,5.0,3.0,69,0,0,31,0
B0D7C6JTJ1,4.9,17.0,93,7,0,0,0
B0DC9Q5TZD,4.3,16.0,59,18,7,8,8
B0CMZWMJNT,2.2,4.0,26,0,0,0,74
B0DBPM7CBT,4.4,23.0,60,22,10,8,0
B0DB1GGKFL,5.0,1.0,100,0,0,0,0
B0DB1GH16M,,,0,0,0,0,0
B0D99TGF7F,4.0,1.0,0,62,0,0,38
B0DC65NF35,5.0,1.0,100,0,0,0,0
B0DCFPFJY8,3.6,17.0,55,18,7,0,20
B0DCNPT8T6,3.6,8.0,62,0,13,13,12
B0DCNFY2T8,2.7,25.0,25,5,6,8,56
B0D8VWHVQT,4.1,10.0,78,0,0,11,11
B0DB1CNL28,5.0,3.0,100,0,0,0,0
B0DBH7G7SN,4.5,41.0,61,24,5,0,10
B0D9LBFBFZ,4.6,17.0,62,15,8,0,15
B0DBLSQMCC,5.0,2.0,75,0,0,0,25
B0DCVN5K5T,4.8,5.0,76,24,0,0,0
B0DDNVTSHN,5.0,2.0,100,0,0,0,0
B0DFGHMFYT,5.0,4.0,100,0,0,0,0
B0DDSK8LT4,4.5,2.0,71,29,0,0,0
B0DF79J4JD,4.7,22.0,82,11,7,0,0
B0DFMS3NDR,4.9,29.0,81,10,5,2,2
B0D4X1XDYF,3.2,15.0,38,22,0,8,32
B0DB24CHML,4.4,3.0,51,49,0,0,0
B0DBR7W15Y,5.0,4.0,78,22,0,0,0
B0DCW3P9BR,4.5,528.0,78,10,4,3,5
B0DFQ88ZFF,5.0,5.0,100,0,0,0,0
B0D9JPDW3V,5.0,3.0,100,0,0,0,0
B0DBQBNBL4,4.8,5.0,77,23,0,0,0
B0DBLBLH41,,,0,0,0,0,0
B0D8Q49BQY,4.6,9.0,73,11,6,2,8
B0DCBK5N27,5.0,1.0,100,0,0,0,0
B0D9XMCSVS,4.5,23.0,84,13,0,0,3
B0D9VSP41B,4.5,135.0,79,10,2,0,9
B0D839RVWX,4.2,15.0,54,31,7,0,8
B0DBZ5C2FC,4.2,13.0,80,7,0,0,13
B0DFP79C5D,,,100,0,0,0,0
B0CFKSSXTH,4.6,3.0,65,35,0,0,0
B0D7ZYMWNS,,,0,0,0,0,100
B0D93FKR8Z,4.5,34.0,78,7,8,4,3
B0DCP2H89H,5.0,3.0,100,0,0,0,0
B0D86Z6FB4,4.6,27.0,88,12,0,0,0
B0DDTGK533,,,0,0,0,0,0
B0D9QHWS6B,,,0,0,0,0,0
B0DFPXSTZW,2.9,4.0,58,0,0,0,42
B0D9JRGCT7,4.5,10.0,62,26,12,0,0
B0DFNW5CX7,3.5,3.0,64,0,0,0,36
B0DFN2XJ43,5.0,2.0,100,0,0,0,0
B0DFCDHRXR,5.0,1.0,45,0,0,0,55
B0DFBVNCB6,5.0,2.0,100,0,0,0,0
B0DDH76QHR,4.6,286.0,80,14,2,1,3
B0DFC9RZWP,5.0,1.0,100,0,0,0,0
B0DFLR37MH,4.4,13.0,81,0,10,0,9
B0DF1G8K17,,,100,0,0,0,0
B0DFBVLKM6,,,0,0,0,0,0
B0DF7S5SKN,4.1,11.0,55,26,12,7,0
B0DDPCS6CV,3.0,1.0,0,0,100,0,0
B0DFG32J7L,4.6,3.0,73,27,0,0,0
B0DDXG6M8H,4.0,6.0,61,19,0,0,20
B0DFCBK6TN,4.4,133.0,72,16,4,2,6
B0DFCJ8R54,5.0,2.0,100,0,0,0,0
B0DDJD88DV,5.0,2.0,100,0,0,0,0
B0DFCGNLC8,,,100,0,0,0,0
B0DBRB676T,4.6,24.0,76,10,0,0,14
B0DCG9BY5S,,,0,0,0,0,0
B0DB8263JR,1.0,1.0,0,0,0,0,100
B0D9BYQQVB,4.8,16.0,86,14,0,0,0
B0DF2PFRMG,4.8,5.0,80,20,0,0,0
B0DDK9W6NC,5.0,4.0,100,0,0,0,0
B0DF2L9J6Z,4.3,24.0,71,13,4,0,12
B0D9FJ2CT9,3.9,24.0,57,15,12,2,14
B0D7Q47XDC,3.4,3.0,27,25,26,0,22
B0DBVBYK2G,3.7,9.0,62,10,10,9,9
B0D4DH598F,4.6,19.0,71,22,7,0,0
B0DBHGFN3X,4.4,21.0,67,12,11,0,10
B0DFM61SGY,4.1,4.0,58,0,22,20,0
B0D9KHH41N,3.4,25.0,47,8,6,8,31
B0D6BJF8YQ,5.0,1.0,100,0,0,0,0
B0DB2588WC,,,0,0,0,0,0
B0D73FQ4SS,,,0,0,0,0,0
B0D8BFCWFL,,,0,0,0,0,0
B0D6YXHBP7,3.0,1.0,0,0,100,0,0
B0DB8B83ZH,3.8,4.0,70,0,0,0,30
B0D9GK5V3M,4.2,11.0,57,24,0,0,19
B0DBCV6SKJ,4.3,27.0,69,15,3,4,9
B0D8VZB74L,,,0,0,0,0,0
B0DBHHK9JH,4.3,75.0,70,14,5,4,7
B0D6722LMJ,4.3,41.0,47,34,15,0,4
B0DBYPQPTM,4.9,17.0,93,7,0,0,0
B0D2RFR4XX,5.0,2.0,100,0,0,0,0
B0DBYXJ3G1,5.0,1.0,100,0,0,0,0
B0D95CDW36,4.1,36.0,61,16,4,8,11
B0DBCV9YV5,3.9,8.0,64,0,18,0,18
B0DB269W16,4.6,15.0,82,12,0,6,0
B0D9SCB8JV,4.7,9.0,70,30,0,0,0
B0D9P1GQHR,4.7,9.0,74,26,0,0,0
B0DFGT799K,5.0,1.0,100,0,0,0,0
B0D6FJ3L38,3.4,18.0,36,10,9,10,35
B0D2XK36TK,4.9,30.0,93,7,0,0,0
B0DDBWDMJ2,,,0,0,0,0,0
B0D95BPPTB,4.7,8.0,95,0,0,0,5
B0DBCZQYRN,3.4,21.0,57,9,5,0,29
B0D9NGLWYF,,,0,0,0,0,0
B0DC9SDDZ9,4.8,13.0,76,14,0,0,10
B0D8466VVK,4.4,6.0,58,14,14,14,0
B0DC3HMHTJ,4.8,13.0,73,12,7,0,8
B0DC9NDTDF,4.8,39.0,80,11,3,0,6
B0DCTQ8VW7,4.3,21.0,59,24,11,0,6
B0DCG2YLXD,5.0,4.0,100,0,0,0,0
B0DB25WW96,4.7,9.0,90,0,10,0,0
B0DFC6376V,4.0,39.0,62,12,9,7,10
B0D9N5B7WP,4.8,16.0,92,0,8,0,0
B0D95PNQDN,5.0,2.0,100,0,0,0,0
B0D9GF2TVN,4.9,25.0,88,4,8,0,0
B0D9GD5QWL,4.8,7.0,86,14,0,0,0
B0DBZHC2ST,4.6,6.0,71,0,14,0,15
B0D9GQGMJT,4.5,12.0,73,17,0,10,0
B0DF269FRV,4.2,91.0,71,9,7,6,7
B0D7ZZBH2H,4.5,22.0,78,7,6,0,9
B0DCYJXSYS,4.4,20.0,62,20,18,0,0
B0D8SRCF81,,,0,0,0,0,0
B0DF75GXZD,4.6,7.0,47,37,16,0,0
B0DF6ZNX6R,,,0,0,0,0,0
B0DCCCVQBS,4.9,26.0,84,9,7,0,0
B0DCZG257L,4.2,79.0,69,11,3,5,12
B0DD76CFZ2,1.0,1.0,0,39,0,0,61
B0DD7G9MRR,4.7,4.0,70,30,0,0,0
B0DDT9LJYF,4.6,10.0,74,14,12,0,0
B0D7MGY9RF,3.9,6.0,72,11,0,0,17
B0D9RLTPBK,4.7,50.0,85,8,2,0,5
B0D5CHHRXT,3.8,4.0,51,24,0,25,0
B0D7Q4L5GQ,4.7,21.0,73,27,0,0,0
B0D5CJFQ8L,4.2,9.0,68,16,0,0,16
B0D5CHC47T,4.0,7.0,50,26,0,0,24
B0D5CP68L9,4.7,12.0,88,0,12,0,0
B0CZ3QG8MP,4.5,577.0,72,15,8,3,2
B0D86S4JGN,4.1,34.0,57,28,0,2,13
B0D8FDGPMY,5.0,8.0,73,14,0,0,13
B0D8FBCRSZ,4.6,18.0,92,0,0,0,8
B0DDTDR86S,4.6,6.0,73,27,0,0,0
B0D62SYW8S,5.0,3.0,100,0,0,0,0
B0DDKRHJG4,1.0,1.0,0,0,0,0,100
B0DDXN45ZQ,4.4,17.0,77,7,6,0,10
B0DDPCH8V8,4.2,10.0,61,24,0,0,15
B0DDXLBJT6,4.2,13.0,66,16,9,0,9
B0DB15T1KW,4.1,101.0,62,19,11,2,6
B0DDVRPL92,3.5,9.0,50,0,25,0,25
B0DBG2L36J,3.4,6.0,41,23,0,23,13
B0DC24VT3L,4.2,27.0,66,15,12,3,4
B0CW29FFCK,4.2,5.0,49,17,17,17,0
B0DC24YM44,4.0,16.0,64,6,14,6,10
B0DCWZBF58,5.0,3.0,100,0,0,0,0
B0DCS2Y7HB,5.0,7.0,100,0,0,0,0
B0D7P2BP5X,4.4,79.0,81,8,0,0,11
B0DCYZMD6K,1.0,1.0,0,0,0,0,100
B0DDWRG632,4.3,15.0,72,12,10,0,6
B0D1CBXDNP,4.5,,77,11,3,2,7
B0D9B12JDH,4.4,28.0,70,14,3,8,5
B0D78D8L2R,4.3,67.0,71,20,3,0,6
B0DF2DHVJN,4.7,4.0,76,24,0,0,0
B0D9VVCN48,4.1,9.0,67,0,17,0,16
B0DBCMMCRL,4.8,15.0,74,16,0,10,0
B0DBV6FT23,5.0,10.0,100,0,0,0,0
B0D9VZC4S5,,,0,0,0,0,0
B0DDQG7GY9,4.4,58.0,73,8,8,0,11
B0D91KP35W,4.0,28.0,64,7,14,5,10
B0DF251JMR,5.0,1.0,100,0,0,0,0
B0D7LKWC3R,3.6,4.0,54,26,0,10,10
B0D9LQSZWB,4.4,35.0,66,24,6,0,4
B0D8SR6THX,4.7,39.0,88,4,3,0,5
B0D4545J48,,,26,0,0,0,74
B0D46TN93S,,,0,0,0,0,0
B0D8NSQPFB,5.0,2.0,100,0,0,0,0
B0D8NW54WM,3.6,8.0,66,0,0,17,17
B0DD35D5SZ,5.0,4.0,100,0,0,0,0
B0DDKZJV4F,5.0,2.0,100,0,0,0,0
B0DDKP9X2X,4.6,,77,15,5,2,1
B0DDVZZVJL,,,0,0,0,0,0
B0DCDGXQTD,4.5,6.0,45,55,0,0,0
B0DCNG9LJH,3.6,3.0,0,57,43,0,0
B0D3LMWNZ1,5.0,2.0,100,0,0,0,0
B0D35ZD99Y,4.9,12.0,91,9,0,0,0
B0D8FW4Q8K,4.9,13.0,90,10,0,0,0
B0DDY1R78M,4.7,670.0,85,10,3,0,2
B0DBL5XGLW,4.6,9.0,74,13,13,0,0
B0DCVDDL75,5.0,2.0,100,0,0,0,0
B0D9N68TWQ,2.5,2.0,0,51,0,0,49
B0DCNGQSD4,5.0,3.0,100,0,0,0,0
B0DDXJY6XJ,5.0,1.0,100,0,0,0,0
B0D4YFF7HY,5.0,2.0,68,0,0,0,32
B0D9YVLTR7,4.4,12.0,82,6,0,12,0
B0D9YDPKJD,4.3,33.0,70,10,10,6,4
B0D7LXLG1V,4.3,32.0,70,14,3,9,4
B0DDX5TL9Q,3.7,4.0,48,34,0,0,18
B0D8SVX9C8,4.1,5.0,59,16,0,0,25
B0DDBST6GY,3.3,33.0,44,16,5,7,28
B0DBZJ1YFF,4.4,550.0,78,8,5,2,7
B0DB1QXK6Z,5.0,1.0,100,0,0,0,0
B0DB1S56GR,5.0,1.0,100,0,0,0,0
B0DB1WZXZV,,,100,0,0,0,0
B0D9YBZJ19,3.1,3.0,54,0,0,35,11
B0DB1RKKCB,5.0,3.0,100,0,0,0,0
B0DB1S4NH7,,,100,0,0,0,0
B0DB1R5LRV,4.0,5.0,74,0,0,0,26
B0DB1QPGKZ,,,100,0,0,0,0
B0DB1STHC1,4.6,3.0,44,28,0,28,0
B0D97W31RC,4.9,17.0,94,6,0,0,0
B0DB1TG8K2,,,100,0,0,0,0
B0D92B1TQ9,4.0,9.0,57,20,0,23,0
B0D8H7K9Q2,4.0,2.0,53,0,47,0,0
B0D945N88G,4.6,9.0,72,28,0,0,0
B0D9611RB8,5.0,5.0,67,17,0,0,16
B0D4VQNS2R,3.3,5.0,50,0,29,0,21
B0D4CZ6X1F,4.5,15.0,80,10,0,0,10
B0DDTPQNM8,5.0,1.0,100,0,0,0,0
B0D7PWQM21,4.4,11.0,66,13,21,0,0
B0DDTK1XCR,4.6,53.0,85,7,3,0,5
B0DDBSHZQ3,4.1,5.0,26,27,15,16,16
B0D8W5F1VS,5.0,1.0,100,0,0,0,0
B0DDT5FDC3,,,0,0,0,0,0
B0DBL8M6SP,4.0,20.0,67,16,5,0,12
B0D91RPKKL,4.6,20.0,68,21,11,0,0
B0D9JB121S,4.1,2.0,39,26,35,0,0
B0D9YSRP5N,4.9,9.0,92,8,0,0,0
B0D8SDNKXH,3.6,33.0,54,16,4,0,26
B0D7DKS874,4.7,17.0,72,10,9,0,9
B0D7HY5QZ2,4.4,18.0,76,8,8,0,8
B0D967FWJ7,3.3,4.0,38,0,22,0,40
B0D9N61CZZ,4.0,2.0,34,34,32,0,0
B0D9Q2M2N1,5.0,2.0,100,0,0,0,0
B0D7CFXB59,4.9,10.0,88,12,0,0,0
B0DDST9SKH,4.8,9.0,76,12,0,0,12
B0D7CD4P65,4.4,13.0,69,18,10,0,3
B0DBQ6VGXR,3.4,12.0,51,11,10,0,28
B0DCZBL4D4,4.3,9.0,75,14,0,0,11
B0D7BQQ5QM,4.3,37.0,71,12,8,0,9
B0D7MN952Z,4.8,8.0,82,18,0,0,0
B0D7MKYHGS,4.3,5.0,67,16,17,0,0
B0DB1MDCFK,5.0,6.0,85,0,15,0,0
B0D3PCLDD6,4.6,21.0,81,8,0,0,11
B0DCNDSGJQ,5.0,1.0,100,0,0,0,0
B0DB7F98CW,4.6,12.0,74,8,18,0,0
B0D65V5DMS,5.0,4.0,100,0,0,0,0
B0DDBMQBFD,4.0,17.0,50,8,17,7,18
B0D97PN9PV,5.0,12.0,88,0,0,0,12
B0DB82N6XG,3.5,19.0,46,15,14,0,25
B0D9829VTD,3.5,8.0,50,15,13,0,22
B0D9814XTW,4.7,8.0,78,22,0,0,0
B0D95QFG2G,4.0,269.0,66,11,4,1,18
B0D7MPTZSP,3.0,4.0,45,0,0,26,29
B0D7MT9HRC,,,0,0,0,0,0
B0D7MPVLP7,3.9,8.0,62,12,13,0,13
B0DDKJVVJ3,4.6,6.0,79,0,21,0,0
B0DDPWXNWN,4.5,2.0,71,29,0,0,0
B0D62VCM9Y,4.0,9.0,64,14,0,0,22
B0DDPV59FT,,,0,0,0,0,0
B0D9JDSBG3,4.2,73.0,71,11,3,1,14
B0DCS7PRCG,5.0,1.0,100,0,0,0,0
B0DB2664K8,4.2,19.0,70,10,8,0,12
B0D69P3HGZ,4.5,9.0,54,21,12,0,13
B0D9NF682Q,4.8,289.0,86,9,2,2,1
B0DCZKT3XR,2.0,2.0,0,0,49,0,51
B0DDCCGFJM,4.2,26.0,0,0,0,0,0
B0DBKQTPLH,3.2,5.0,42,29,0,0,29
B0DBLRJLYB,4.3,14.0,71,9,0,0,20
B0D87HV2DL,4.5,2.0,50,50,0,0,0
B0DCV96Z4Q,5.0,1.0,100,0,0,0,0
B0D9J7B1N9,4.7,4.0,51,21,0,14,14
B0D9N5KFJJ,3.5,5.0,49,36,0,0,15
B0D9KN8D1W,3.8,52.0,50,26,5,3,16
B0D7VKTJ91,4.3,15.0,59,25,8,8,0
B0D9Y6VLM3,4.0,17.0,61,7,13,19,0
B0D5QYCNX8,5.0,1.0,100,0,0,0,0
B0D982VM6Y,4.5,2.0,24,24,0,0,52
B0DCBKHQQN,4.8,9.0,85,15,0,0,0
B0D7MR5R3C,,,0,0,0,0,0
B0D9SRLBJQ,4.8,48.0,85,15,0,0,0
B0D73J6TFX,4.9,36.0,92,8,0,0,0
B0D3ZYJBTB,5.0,1.0,100,0,0,0,0
B0D7MYDXCP,3.8,25.0,57,11,18,9,5
B0DCZ3VB63,,,0,0,0,0,0
B0D9LLD3B5,4.2,15.0,79,10,0,6,5
B0DBLKZ3XF,4.3,63.0,65,20,9,2,4
B0D9B5862H,5.0,3.0,100,0,0,0,0
B0D8W4W4NJ,4.5,23.0,74,16,5,5,0
B0D62V2WBF,3.5,7.0,50,0,17,16,17
B0D8Z36QVR,4.8,12.0,89,11,0,0,0
B0D1787J7R,4.5,13.0,87,8,0,5,0
B0D91YSW5R,,,0,0,0,0,0
B0D9PYFLC3,4.7,5.0,47,32,0,0,21
B0D8PYN8V6,,,0,0,0,0,0
B0D9VDYSWT,2.9,2.0,31,0,0,37,32
B0D9VM4S6M,4.2,11.0,59,14,0,10,17
B0D8YNVMSL,3.9,18.0,61,9,7,11,12
B0D9F9NHM1,4.5,28.0,82,9,0,0,9
B0D9JNMVJP,3.8,4.0,70,0,0,0,30
B0D9MCR9H7,4.5,9.0,74,11,15,0,0
B0DDK73VTC,4.5,5.0,75,0,25,0,0
B0DCRVZ5F7,3.4,33.0,45,14,5,0,36
B0D89VP3SQ,4.3,39.0,68,16,7,3,6
B0DB1F5D8M,2.8,34.0,41,4,6,4,45
B0D2QVTMYB,2.9,2.0,48,0,0,0,52
B0D7PWXVTK,4.2,9.0,69,19,0,0,12
B0DD3WZBRB,5.0,2.0,100,0,0,0,0
B0DD2S2S91,4.4,9.0,84,0,0,0,16
B0DCVJ54J6,3.5,12.0,34,23,10,10,23
B0DD3SX71D,4.4,6.0,62,25,13,0,0
B0D2YDZ17J,4.0,3.0,34,33,33,0,0
B0DDC3HXY9,4.8,10.0,81,19,0,0,0
B0DCVYL9VV,4.3,110.0,61,16,13,1,9
B0DDJNP5TV,4.1,22.0,72,9,9,0,10
B0D675NBRZ,1.6,3.0,31,0,0,43,26
B0DCGDFJSM,5.0,4.0,64,18,0,0,18
B0D83QL137,4.4,7.0,70,23,0,0,7
B0D6VQP91C,3.6,6.0,73,0,0,0,27
B0D7L9Z9HS,5.0,4.0,100,0,0,0,0
B0DCFLHR1V,5.0,1.0,80,13,3,1,3
B0DD45YQRQ,4.9,57.0,88,12,0,0,0
B0D87GCXXY,4.3,7.0,60,21,19,0,0
B0DCJTJVXT,5.0,3.0,100,0,0,0,0
B0CZDCXN9Y,4.4,288.0,76,11,5,1,7
B0DD3KDQNB,,,0,0,0,0,0
B0DCVV5J5F,,,0,0,0,0,0
B0DCNTGBWY,4.3,10.0,80,10,0,0,10
B0DD43F5K4,4.6,246.0,81,9,7,1,2
B0D9LQQGJZ,4.1,20.0,54,14,19,7,6
B0D8ZFW2X1,5.0,5.0,100,0,0,0,0
B0D7MKNB8Y,5.0,9.0,84,0,0,0,16
B0D7MHH7DZ,4.5,9.0,87,0,0,13,0
B0D7MLHR5P,3.5,14.0,45,23,0,10,22
B0DCZP718K,5.0,1.0,100,0,0,0,0
B0DCZM7F3V,3.5,2.0,64,0,0,36,0
B0DB4N2FFY,4.6,94.0,77,10,8,2,3
B0D9GPFK47,4.2,6.0,33,35,32,0,0
B0D8SN8MZM,5.0,3.0,67,0,33,0,0
B0DDGRZT7Y,5.0,4.0,100,0,0,0,0
B0DCVQX5P4,5.0,20.0,100,0,0,0,0
B0DDGS93X1,5.0,2.0,69,31,0,0,0
B0DB5HPKSG,2.9,15.0,30,8,14,7,41
B0D8L4TS7J,3.0,2.0,51,0,0,0,49
B0DDDDCBH1,5.0,3.0,70,0,30,0,0
B0DDDBXC8F,5.0,2.0,100,0,0,0,0
B0DD78G48X,5.0,3.0,100,0,0,0,0
B0DCJRQZB3,5.0,1.0,46,0,0,0,54
B0DCJQLD61,5.0,2.0,100,0,0,0,0
B0DCBCN79H,4.8,19.0,69,24,0,0,7
B0DC3FSFC6,4.6,48.0,81,9,7,0,3
B0DCJHNHDS,4.3,206.0,64,18,8,4,6
B0DBZB1T9S,4.6,58.0,78,13,3,1,5
B0DCFRM4RN,5.0,5.0,65,35,0,0,0
B0DCVZWHGW,4.8,25.0,80,20,0,0,0
B0D87GZTGH,,,0,0,0,0,0
B0D95R1ZJ9,3.6,8.0,54,0,16,14,16
B0D95P4S7K,4.6,6.0,86,0,14,0,0
B0D95PZ7T4,3.5,10.0,54,11,10,9,16
B0DDCHY72K,4.9,29.0,87,9,0,0,4
B0DDCHY92P,,,0,0,0,0,0
B0D8PFFSCS,4.0,10.0,55,22,14,9,0
B0DDC7XDWW,5.0,1.0,100,0,0,0,0
B0D7MMX93T,,,0,0,0,0,0
B0D91L85KW,3.0,4.0,51,0,0,0,49
B0D3KWDKZT,,,0,0,0,0,0
B0D93GM4QM,5.0,4.0,100,0,0,0,0
B0DBH2KWBJ,5.0,3.0,100,0,0,0,0
B0DBYQ67VL,4.5,389.0,75,12,7,3,3
B0D8S8X1VM,3.9,16.0,59,12,14,0,15
B0D9GL53VQ,,,0,0,0,0,0
B0D832KL2L,4.3,10.0,62,26,0,12,0
B0D7QMV6BT,4.5,89.0,82,6,8,0,4
B0D7M994DL,4.8,5.0,90,10,0,0,0
B0DDBVMFVB,4.6,34.0,74,17,5,4,0
B0DB5TYCJB,3.9,9.0,66,14,0,0,20
B0DD6JWBKH,4.2,9.0,65,21,0,0,14
B0D4PMNVQ9,4.6,37.0,72,15,5,4,4
B0D9KGH5BJ,3.6,16.0,58,8,9,8,17
B0D78Y14CW,4.2,11.0,79,0,0,0,21
B0D91HJGZS,4.6,3.0,66,34,0,0,0
B0D83T2MXD,,,0,0,0,0,0
B0CXSSGRMQ,5.0,3.0,100,0,0,0,0
B0DCNB6B9N,,,0,0,0,0,0
B0D75TV1GN,4.7,7.0,94,0,0,0,6
B0D4PLCXL7,4.0,14.0,63,11,9,9,8
B0D2L11QRQ,,,0,0,0,0,0
B0D4KVMJ3J,4.0,41.0,64,10,6,10,10
B0D9VGNTL2,,,0,0,0,0,0
B0DBD58NQW,4.6,3.0,72,28,0,0,0
B0DD72MJJJ,3.7,17.0,47,14,29,0,10
B0DCBBQF25,4.7,6.0,78,22,0,0,0
B0DD2W84ZX,5.0,3.0,100,0,0,0,0
B0D8S67XP1,4.6,4.0,58,42,0,0,0
B0D9YJTC7G,3.8,47.0,54,14,8,3,21
B0D7GJDNNC,5.0,3.0,100,0,0,0,0
B0DB8CGB95,,,0,0,0,0,0
B0DCYK4R56,5.0,2.0,100,0,0,0,0
B0D7MJ2M2G,4.5,2.0,77,23,0,0,0
B0D8NQ614V,4.4,10.0,90,0,0,0,10
B0D7MPQ5VG,4.0,5.0,46,21,33,0,0
B0D8T8W2P3,3.6,8.0,45,16,13,13,13
B0D7MNNJQN,5.0,6.0,100,0,0,0,0
B0DB216XBX,,,0,0,0,0,0
B0D7MPTMYP,4.8,14.0,79,11,10,0,0
B0D1V2PXB9,,,0,0,0,0,0
B0D3LCXN2P,2.4,2.0,0,47,0,0,53
B0D78YCSG8,,,100,0,0,0,0
B0D87C9VB6,5.0,1.0,100,0,0,0,0
B0D87GH24C,,,0,0,0,0,0
B0D7MM9VWN,4.8,9.0,89,11,0,0,0
B0D737BTYZ,4.0,79.0,68,9,5,5,13
B0D386YQ8Q,4.9,12.0,63,9,13,0,15
B0D8QQX9CJ,3.3,7.0,57,0,0,0,43
