ASIN,Weight,Volumn,ProductSizeTier
B0DPSH2Q7T,,2331.3,Undefined
B0DPSBB4DF,,2331.3,Undefined
B0DPRXSKYR,,3522.97,Undefined
B0DPS8W2T7,,2339.74,Undefined
B0DTTJ9Q11,,551.77,Undefined
B0DNQP4VR1,,761.87,Undefined
B0DRCPD4V4,,1215.07,Undefined
B0DSL8L4PX,,406.2,Undefined
B0DQD2F9PK,,11503.72,Undefined
B0DPHH5JWR,,106386.39,Undefined
B0DPMZ85J4,,144.56,Undefined
B0DJ8XVLY9,,21611.15,Undefined
B0DS8NGNCP,,563.69,Undefined
B0DS8J22S4,,980.65,Undefined
B0DS8LVSXP,,622.1,Undefined
B0DT8CNW21,,4457.28,Undefined
B0DT8FYVRJ,,4457.28,Undefined
B0DRMT4J7M,,6840.06,Undefined
B0DP8BTWC8,,5095.87,Undefined
B0DTDXJ2V4,,122.33,Undefined
B0DT9QQDWK,,547.62,Undefined
B0DP78K85H,,6697.24,Undefined
B0DSG6DFRF,,719.26,Undefined
B0DT9PG5L4,,547.62,Undefined
B0DT3YMBV4,,3238.08,Undefined
B0DR2868Y7,,542.02,Undefined
B0DT9QXDMZ,,547.62,Undefined
B0DPFRKCMR,,14323.03,Undefined
B0DT9N256X,,547.62,Undefined
B0DQW4N56Y,,277.0,Undefined
B0DR4JY8LH,,282.76,Undefined
B0DPJ2F976,,999.35,Undefined
B0DT9LXHWS,,547.62,Undefined
B0DTJL3M4Y,,98.32,Undefined
B0DPFTF4D5,,676.16,Undefined
B0DKD2ZGMG,,14005.76,Undefined
B0DPFMZFH6,,12813.69,Undefined
B0DT9NQHC1,,547.62,Undefined
B0DP8MWMTF,,7773.81,Undefined
B0DQVYNLSH,,562.08,Undefined
B0DRWMM3TL,,0.02,Undefined
B0DT6Q9CT3,,1415.54,Undefined
B0DRYPDVFK,,0.02,Undefined
B0DTQZLKQF,,2163.09,Undefined
B0DPJRX7YQ,,3932.9,Undefined
B0DRNFFB43,,1585.24,Undefined
B0DJSF489K,,846.27,Undefined
B0DQV11L5P,,569.3,Undefined
B0DSDCTY5Z,,2971.22,Undefined
B0DQKFQ1NK,,16.39,Undefined
B0DSBP8RBW,,786.58,Undefined
B0DSJG3FQW,,15.26,Undefined
B0DRL32CFR,,4202.15,Undefined
B0DRJD3ZXM,,11112.1,Undefined
B0DRL61RX5,,4155.97,Undefined
B0DQV336J4,,138.27,Undefined
B0DNT93PR4,,1238.41,Undefined
B0DRF91FPD,,1249.43,Undefined
B0DRV6G4FD,,587.07,Undefined
B0DRV563T1,,253.45,Undefined
B0DR7X1GC3,,35934.91,Undefined
B0DR7TYDXS,,35932.77,Undefined
B0DSK6XFS5,,262.19,Undefined
B0DSJFHJDC,,1512.03,Undefined
B0DR1HZSD5,,1443.32,Undefined
B0DQTV1FVX,,133352.6,Undefined
B0DTP458SQ,,2212.25,Undefined
B0DJHRDL5R,,80526.03,Undefined
B0DTNT43F4,,4221.9,Undefined
B0DS5RSH13,,20024.45,Undefined
B0DQLF9FCG,,272.11,Undefined
B0DS1ZHT89,,7734.69,Undefined
B0DN6W69N3,,740.88,Undefined
B0DS4D11PH,,1435.56,Undefined
B0DM62GGTM,,3983.74,Undefined
B0DM63L4F7,,1371.98,Undefined
B0DTF234GQ,,743.56,Undefined
B0DM63LLFQ,,4920.53,Undefined
B0DS1YYKZF,,327.32,Undefined
B0DTDZ15FY,,743.56,Undefined
B0DTDZXPFT,,743.56,Undefined
B0DS283HPD,,752.51,Undefined
B0DT3PB7JB,,17697.9,Undefined
B0DM5TDZLJ,,2301.46,Undefined
B0DTDXG19K,,16.39,Undefined
B0DTHLK921,,2064.77,Undefined
B0DM61JZC3,,695.13,Undefined
B0DS26S9CH,,468.55,Undefined
B0DSWDVRGN,,10280.6,Undefined
B0DRB5S17H,,98.32,Undefined
B0DM68S1QR,,1371.98,Undefined
B0DT14B3DN,,1229.03,Undefined
B0DRY23CMZ,,1669.57,Undefined
B0DTDXVSSG,,743.56,Undefined
B0DTDZQXM6,,743.56,Undefined
B0DTDYJNXD,,743.56,Undefined
B0DJYZW4MZ,,740.88,Undefined
B0DTDZLNLB,,743.56,Undefined
B0DTDY344G,,743.56,Undefined
B0DTDYK17F,,743.56,Undefined
B0DRVC2214,,593.65,Undefined
B0DRXXTKPJ,,429.11,Undefined
B0DK744TCP,,740.88,Undefined
B0DJZ1PL3T,,740.88,Undefined
B0DK72CMW2,,740.88,Undefined
B0DJZ3HYJV,,740.88,Undefined
B0DQWPJ26H,,47.93,Undefined
B0DLHFNJCW,,642.9,Undefined
B0DSZHVDPN,,3801.76,Undefined
B0DSC2915F,,43351.98,Undefined
B0DTK3N2FB,,1095.16,Undefined
B0DKD237MD,,6139.47,Undefined
B0DKD2DB3L,,7980.94,Undefined
B0DJW533LS,,877.53,Undefined
B0DQPXW6H1,,262.19,Undefined
B0DTKCT64R,,539.4,Undefined
B0DQPXYNQ8,,131.1,Undefined
B0DQPZ7LQT,,131.1,Undefined
B0DR2DP8SQ,,492.85,Undefined
B0DR2PD5DP,,492.85,Undefined
B0DSFW6XHP,,73.95,Undefined
B0DNQFQJ49,,2949.67,Undefined
B0DR9BVTCV,,17.37,Undefined
B0DPVMXTYR,,1607.51,Undefined
B0DSQYHHN6,,5251.4,Undefined
B0DPC6NZK1,,533.53,Undefined
B0DK77L4CG,,15937.81,Undefined
B0DSKG96B9,,99940.61,Undefined
B0DSKB92PV,,79536.04,Undefined
B0DSKH84W6,,104534.72,Undefined
B0DRCVY5DW,,1677.63,Undefined
B0DSMM7827,,262.19,Undefined
B0DRXNTQLL,,0.0,Undefined
B0DP5G49PY,,5402.06,Undefined
B0DRVZPLMX,,0.0,Undefined
B0DP3F9P8Y,,4305.38,Undefined
B0DP3FVL76,,4108.22,Undefined
B0DP5GZ8V4,,0.97,Undefined
B0DP5G76TM,,0.97,Undefined
B0DS1W84LD,,112.14,Undefined
B0DM5Z13LJ,,170958.05,Undefined
B0DP2N535K,,35658.97,Undefined
B0DQ7M5VSR,,0.1,Undefined
B0DQ5Y8BW5,,8943.96,Undefined
B0DQ5WYW5X,,2263.02,Undefined
B0DQ61BLHZ,,5318.78,Undefined
B0DP5F9FRF,,1978.72,Undefined
B0DNLWXQ1R,,90135.51,Undefined
B0DTDZQP96,,743.56,Undefined
B0DSTVZ4YH,,1598.3,Undefined
B0DT96FRJG,,6648.77,Undefined
B0DSVZPFZY,,429.01,Undefined
B0DSPJ3PB1,,1115.65,Undefined
B0DR8Q5C14,,4510.79,Undefined
B0DT9K2N7Y,,620.05,Undefined
B0DP29TZ5M,,1218.96,Undefined
B0DTJ9JD2M,,16.39,Undefined
B0DRYQVB2Q,,1090.19,Undefined
B0DS2PFQYY,,1636.98,Undefined
B0DQXRDK6L,,4055.21,Undefined
B0DRG23LQC,,753.48,Undefined
B0DTHSD9GM,,75708.24,Undefined
B0DPJY69VM,,0.02,Undefined
B0DTHP7YLJ,,45616.58,Undefined
B0DQ58DZHZ,,10856.95,Undefined
B0DM9666SK,,74135.08,Undefined
B0DSBV732J,,2303.33,Undefined
B0DKF59RKJ,,145.92,Undefined
B0DHZ7CNVG,,4744.19,Undefined
B0DPCS9YDY,,359.64,Undefined
B0DLW6XV83,,0.97,Undefined
B0DPKQGNJP,,112.09,Undefined
B0DQWQYNWZ,,1002.79,Undefined
B0DMR6KLD3,,84.85,Undefined
B0DN5JYQJ6,,222.86,Undefined
B0DLL7H6M8,,18.06,Undefined
B0DKJ6VS1T,,64100.05,Undefined
B0DJ75L1F8,,4352.03,Undefined
B0DMP4QZNW,,100944.31,Undefined
B0DNMYP1GB,,129.09,Undefined
B0DJXB7B7Z,,13992.7,Undefined
B0DJXDGS3Z,,90032.58,Undefined
B0DJP7T8ZW,,3097.16,Undefined
B0DQCWWX2F,,64892.77,Undefined
B0DSVWMF56,,329.89,Undefined
B0DR7XY7XF,,34233.3,Undefined
B0DR8L4WVL,,0.0,Undefined
B0DMJH42PX,,9102.62,Undefined
B0DRMZ49QW,,1573.16,Undefined
B0DQNSD2TM,,514.47,Undefined
B0DS647Q6G,,1242.04,Undefined
B0DSLKZ388,,767.48,Undefined
B0DSZRW7GP,,86.25,Undefined
B0DSHYR5PB,,106.19,Undefined
B0DT1KWF8Y,,345.97,Undefined
B0DSLHH3CP,,767.48,Undefined
B0DSLHX59P,,599.08,Undefined
B0DQY2L8BG,,3097.16,Undefined
B0DSLHKSQC,,767.48,Undefined
B0DT1FHNQJ,,345.97,Undefined
B0DSHVQFQP,,106.19,Undefined
B0DSLGMLPG,,1079.64,Undefined
B0DT1H12Z8,,345.97,Undefined
B0DTF1NJW7,,0.97,Undefined
B0D8VTTDN1,,12861.16,Undefined
B0DP4TBF1Y,,393.29,Undefined
B0DSLHGTRB,,599.08,Undefined
B0DSLJMC68,,767.48,Undefined
B0DSHWCJ21,,106.19,Undefined
B0DSLJT3F6,,767.48,Undefined
B0DSLKCW1N,,767.48,Undefined
B0DT1G33YY,,377.1,Undefined
B0DSLLMLWC,,767.48,Undefined
B0DSLKSCWC,,1127.57,Undefined
B0DSLHNXWJ,,1079.64,Undefined
B0DT4S3VX1,,15.92,Undefined
B0DQPXMWBY,,1714.53,Undefined
B0DR86JDH2,,4961.69,Undefined
B0DR7ZPXV7,,4998.72,Undefined
B0DP7F46RZ,,748.75,Undefined
B0DP7CT3M2,,1860.93,Undefined
B0DP7FV3W2,,1860.93,Undefined
B0DR7SQCT3,,35561.29,Undefined
B0DP7G6YS4,,1860.93,Undefined
B0DPKP6DSC,,4764.25,Undefined
B0DR7TKB2G,,115930.34,Undefined
B0DFWFV41P,,198346.97,Undefined
B0DP3CZN85,,3239.8,Undefined
B0DTGKS99G,,653.23,Undefined
B0DQTJQ1RF,,86720.34,Undefined
B0DR14T9NK,,68170.19,Undefined
B0DP8XZK88,,15600.48,Undefined
B0DPQ2TC11,,23186.44,Undefined
B0DSBNVDZ8,,11061.27,Undefined
B0DS1NP6L2,,991.95,Undefined
B0DQJ7KBYC,,143758.14,Undefined
B0DT747TFN,,656.78,Undefined
B0DN5X7NR4,,163.61,Undefined
B0DSL3YLPR,,16191.16,Undefined
B0DRY8GBL7,,935.24,Undefined
B0DHL5VTP6,,386.7,Undefined
B0DRJQGVC1,,72475.79,Undefined
B0DSFW2M2G,,26.63,Undefined
B0DJXBWCWT,,12421.87,Undefined
B0DRJQ16X3,,66827.76,Undefined
B0DSZWQ8KF,,14545.48,Undefined
B0DS1WZQDB,,862.5,Undefined
B0DSMCSGY8,,403.39,Undefined
B0DT6T6N3Z,,639.56,Undefined
B0DT5TFPZ6,,35679.23,Undefined
B0DSVDYMGV,,1934.13,Undefined
B0DT6M7J51,,51305.09,Undefined
B0DT3G9Q2B,,201.25,Undefined
B0DSQ31WT2,,329.89,Undefined
B0DT3Z32GS,,201.25,Undefined
B0DNDR828G,,92044.5,Undefined
B0DRSV5X91,,57.91,Undefined
B0DP4BPVY4,,801.32,Undefined
B0DQPK519R,,13234.45,Undefined
B0DKJYNYN9,,3883.54,Undefined
B0DTDH1KXV,,507.44,Undefined
B0DNYJ5D1T,,7210.4,Undefined
B0DR6SYT7V,,126.72,Undefined
B0DPX48582,,10691.04,Undefined
B0DRY5N4WF,,0.02,Undefined
B0DSL1F4SM,,12001.96,Undefined
B0DP6PCK7T,,421.01,Undefined
B0DMW3Z292,,8352.58,Undefined
B0DQPYQF8B,,8537.25,Undefined
B0DSKH5MSC,,136340.37,Undefined
B0DSKF1X9H,,127835.08,Undefined
B0DSKGRS6X,,132145.28,Undefined
B0DS6TMHPW,,1966.45,Undefined
B0DNZQF5TD,,7523.05,Undefined
B0DQLV2KLJ,,206.48,Undefined
B0DS2GWZG4,,537.48,Undefined
B0DMS6XYTW,,54410.94,Undefined
B0DSMJKWW5,,13833.87,Undefined
B0DSPND72M,,2149.23,Undefined
B0DS5L32S8,,640.65,Undefined
B0DSPKCY2C,,27700.96,Undefined
B0DQKZ7HJJ,,329.89,Undefined
B0DS2KGNYV,,374.37,Undefined
B0DSPCS2WX,,16.39,Undefined
B0DRT8R51F,,448.65,Undefined
B0DT6P5VFQ,,131.1,Undefined
B0DS1NZCR3,,1327.27,Undefined
B0DRPJJ6JS,,942.12,Undefined
B0DLKFVTL3,,48329.55,Undefined
B0DRG4MDVJ,,801.68,Undefined
B0DSPDWM7H,,2264.82,Undefined
B0DSZPDY4R,,63.7,Undefined
B0DSPQ27GM,,4770.49,Undefined
B0DSPL1NBX,,4022.88,Undefined
B0DSL8B96Q,,329.89,Undefined
B0DSPBVN6K,,3045.62,Undefined
B0DD41VS7Q,,4129.54,Undefined
B0DSPNVX5H,,16.39,Undefined
B0DQP3RS1P,,290.95,Undefined
B0DS1Q719Y,,16.39,Undefined
B0DPLZRG31,,1766.88,Undefined
B0DP6SDW4S,,2799.78,Undefined
B0DQWDQDL1,,8779.49,Undefined
B0DSPDHYJB,,2115.62,Undefined
B0DSZSRLZ2,,63.7,Undefined
B0DSPDSW68,,3006.8,Undefined
B0DSVYVGW3,,10531.52,Undefined
B0DSMMCC22,,13745.76,Undefined
B0DT12QJRX,,934.38,Undefined
B0DBYHXLKS,,533.97,Undefined
B0DSPDGZ63,,2217.27,Undefined
B0DBYTVGZF,,374.07,Undefined
B0DP6RS1Z4,,5756.06,Undefined
B0DPG4KW5B,,2751.81,Undefined
B0DQXZMDY3,,23164.75,Undefined
B0DLKQYC5X,,636.62,Undefined
B0DT9NPV6V,,3456.23,Undefined
B0DM67JVB9,,5202.24,Undefined
B0DT6MJ527,,64200.55,Undefined
B0DNJRFQGJ,,66367.61,Undefined
B0DNJF9VC5,,7943.42,Undefined
B0DGXKRSY2,,19446.38,Undefined
B0DNJGF8CM,,7943.42,Undefined
B0DT9GJXTQ,,536.29,Undefined
B0DS1R9D2W,,929.15,Undefined
B0DRJN37HN,,1310.97,Undefined
B0DP66CCHC,,,Undefined
B0DQ81RNNQ,,1863.41,Undefined
B0D9Z496NC,,409.68,Undefined
B0D9ZMP5H2,,409.68,Undefined
B0DS8P6T5K,,1991.87,Undefined
B0DM1JRNKX,,6817.02,Undefined
B0DT9FP3GZ,,1217.3,Undefined
B0DPFDLJQW,,60820.08,Undefined
B0DHBGYNCD,,9945.42,Undefined
B0DHRF6JRH,,9945.42,Undefined
B0DSG1Q281,,726.32,Undefined
B0DQ8QT387,,715.69,Undefined
B0DQ4WG1X9,,4351.15,Undefined
B0DJPP85MK,,387.14,Undefined
B0DQ4VX3RD,,740.61,Undefined
B0DLJB143W,,155505.16,Undefined
B0DT8Z1KWT,,4129.54,Undefined
B0DSVQ7TQ1,,4817.8,Undefined
B0DSC1YK42,,1121.22,Undefined
B0DSJJHPZ3,,1288.73,Undefined
B0DQKW8YGZ,,17124.48,Undefined
B0DSBYBRZ5,,983.22,Undefined
B0DK3HLHMC,,435.71,Undefined
B0DQ71BXYQ,,7077.33,Undefined
B0DSBZR62G,,438.84,Undefined
B0DSBMXVHV,,1573.16,Undefined
B0DT8RNY3S,,4129.54,Undefined
B0DSV52Q7J,,1529.41,Undefined
B0DLB6QWQS,,4176.34,Undefined
B0DK1QW4D1,,943.63,Undefined
B0DSC1MXWZ,,803.31,Undefined
B0DRRK4XZ1,,1424.76,Undefined
B0DR2GKLHS,,6686.41,Undefined
B0DKDPP1XX,,91728.64,Undefined
B0DT4LW938,,89821.8,Undefined
B0DSBRCWD5,,1104.73,Undefined
B0DSLFMXZ6,,5505.19,Undefined
B0DSC3K3R5,,2143.31,Undefined
B0DSBN87WB,,4956.31,Undefined
B0DP4QBJY9,,1153.01,Undefined
B0DSW4G3P4,,679.55,Undefined
B0DP7D3B1L,,342.84,Undefined
B0DMVD35LP,,445.06,Undefined
B0DSBZDD8V,,438.84,Undefined
B0DSC183QP,,983.22,Undefined
B0DSWNBV2Y,,1529.41,Undefined
B0DSFR5JLH,,105.02,Undefined
B0DRNTWTTS,,63.2,Undefined
B0DS156RP9,,16.39,Undefined
B0DS92RYS9,,473.41,Undefined
B0DRSBRRV7,,1439.93,Undefined
B0DSMR86B7,,1127.57,Undefined
B0DT8MQSCT,,4129.54,Undefined
B0DNZ2J7FL,,1540.67,Undefined
B0DSKD712G,,1983.73,Undefined
B0DSMRDJX8,,943.89,Undefined
B0DDGXKSCH,,2.87,Undefined
B0DRY3VGVS,,10980.45,Undefined
B0DS14111D,,16.39,Undefined
B0DSVYC7DX,,28057.25,Undefined
B0DKJ98NFN,,272.11,Undefined
B0DSHZFQJF,,495.61,Undefined
B0DRJGLRV5,,199.6,Undefined
B0DRYLZZBW,,2473.63,Undefined
B0DSK7FWQK,,340.4,Undefined
B0DSSXZGCD,,5059.51,Undefined
B0DRV9VH4H,,100.65,Undefined
B0DT7Q56C8,,61.45,Undefined
B0DR99J383,,15.74,Undefined
B0DP8RHYJ9,,18212.3,Undefined
B0DQF3VN4M,,2604.2,Undefined
B0DQF1DJZV,,1156.33,Undefined
B0DPKLHWGW,,2987.57,Undefined
B0DNHBPQYP,,1118.44,Undefined
B0DQHXRCZ7,,77074.92,Undefined
B0DQFX6S68,,65579.56,Undefined
B0DT6QRCG1,,4129.54,Undefined
B0DT6Y1W83,,4129.54,Undefined
B0DT6SFYDQ,,4129.54,Undefined
B0DT6YKKD3,,4129.54,Undefined
B0DT6VFXL9,,4129.54,Undefined
B0DT6SJP3F,,4129.54,Undefined
B0DT6WWGNM,,4129.54,Undefined
B0DT6JQDK5,,4129.54,Undefined
B0DT6LVM5X,,4129.54,Undefined
B0DT6VMDYR,,4206.4,Undefined
B0DT6QHY2G,,4129.54,Undefined
B0DT6RWP1V,,4129.54,Undefined
B0DT6NQLY1,,4129.54,Undefined
B0DT6RN3WZ,,4129.54,Undefined
B0DT6NNX11,,4129.54,Undefined
B0DR79X4F6,,17808.68,Undefined
B0DRYCPDXZ,,84407.26,Undefined
B0DT6H7S2Q,,4129.54,Undefined
B0DT6V5YJ8,,4129.54,Undefined
B0DT6LNQF9,,5358.22,Undefined
B0DPPSZZB6,,126098.46,Undefined
B0CRQTFW19,,3301.68,Undefined
B0DM184VZ6,,3438.09,Undefined
B0DSBPYL3R,,1573.16,Undefined
B0DRF741LV,,106450.83,Undefined
B0DRNTSNKQ,,61989.97,Undefined
B0DT6CK986,,1147.09,Undefined
B0DMW1HTWL,,3587.68,Undefined
B0DQWKSQWY,,14361.21,Undefined
B0DQG6S5D6,,724.58,Undefined
B0DMS8D1GM,,92235.05,Undefined
B0DQG5XVF5,,9243.02,Undefined
B0DJVPN125,,458.73,Undefined
B0DQXWRW9Q,,0.0,Undefined
B0DQXW5VT2,,0.0,Undefined
B0DRY2Z6T2,,125.29,Undefined
B0DQG7MR1R,,10928.74,Undefined
B0DNYYN8V4,,224.12,Undefined
B0DM1R26DQ,,66544.59,Undefined
B0DQWCN5F2,,21647.44,Undefined
B0DRP66V7W,,0.0,Undefined
B0DRP71H37,,0.0,Undefined
B0DP1Y5Q21,,8193.53,Undefined
B0DSC21RXY,,589.93,Undefined
B0DM1QTBW2,,65686.24,Undefined
B0DSC5C9WS,,589.93,Undefined
B0DSHZWWPJ,,11007.55,Undefined
B0DJXBNJMK,,10788.42,Undefined
B0DRN8TCK7,,2321.0,Undefined
B0DRJJYX57,,131.1,Undefined
B0DT56QFWZ,,6230.16,Undefined
B0DRYJXTK7,,299.03,Undefined
B0DNYL8VNH,,2326.29,Undefined
B0DNYJVC4V,,1.97,Undefined
B0DQWKXKS9,,23225.05,Undefined
B0DJXBY1L8,,22843.58,Undefined
B0DP1T7BMT,,11365.57,Undefined
B0DT4BK8F5,,3318.38,Undefined
B0DRP4FSPW,,0.0,Undefined
B0DS1RWB2J,,929.15,Undefined
B0DRP1D47C,,2949.67,Undefined
B0DQ7KNS4B,,804.38,Undefined
B0DRJMW6XR,,1605.93,Undefined
B0DQQ299BM,,917.68,Undefined
B0DQQ1YDKB,,1238.86,Undefined
B0DNJTHTW1,,8603.21,Undefined
B0DT43H4HL,,2753.03,Undefined
B0DSHVL7HH,,3501.96,Undefined
B0DRFKVML2,,576.77,Undefined
B0DNMHC3RX,,19861.12,Undefined
B0DQ621ZJH,,1639.51,Undefined
B0DNS1BWTV,,28370.31,Undefined
B0DQWDG294,,10869.24,Undefined
B0DQSLHX4D,,13152.59,Undefined
B0DP8QVG13,,119.99,Undefined
B0DQKNT1L5,,29150.13,Undefined
B0DP6KPV7S,,11936.67,Undefined
B0DQ8DCY5L,,1208.51,Undefined
B0DP653KXS,,22267.86,Undefined
B0DK8W2N5D,,13073.75,Undefined
B0DM1Z9NP1,,62365.81,Undefined
B0DT3YP774,,1919.91,Undefined
B0DLG9RPTQ,,37205.19,Undefined
B0DM1TF7H7,,68408.98,Undefined
B0DNFCQ431,,32529.76,Undefined
B0DSMGLC94,,11266.11,Undefined
B0DQNYMTJK,,109.44,Undefined
B0DPLZ15GM,,3277.41,Undefined
B0DPKTRFXT,,1741.69,Undefined
B0DMSWJD8G,,3155.66,Undefined
B0DT37J6CC,,23531.31,Undefined
B0DQ867GND,,11902.37,Undefined
B0DLB3F6GC,,514.18,Undefined
B0DQY2RW93,,16261.3,Undefined
B0DRP91T47,,802.75,Undefined
B0DRPF98WY,,2494.76,Undefined
B0DPTYTXCB,,23723.04,Undefined
B0DPQVL6V5,,20814.81,Undefined
B0DSMM7T5K,,52646.68,Undefined
B0DSMMQN71,,68825.67,Undefined
B0DSPMY4Q8,,6085.12,Undefined
B0DNBC8D87,,235.97,Undefined
B0DSHDWBSK,,5296.82,Undefined
B0DSP4RD3F,,163.24,Undefined
B0DSLP654J,,2668.01,Undefined
B0DSBKPTWB,,457.94,Undefined
B0DRCWJ7ST,,617.46,Undefined
B0DSLGCM2S,,501.9,Undefined
B0DSPL7ZTM,,6085.12,Undefined
B0DSPM475F,,6085.12,Undefined
B0DSLM2YSH,,969.29,Undefined
B0DSVWYXNJ,,88183.38,Undefined
B0DSLMKYX2,,1584.96,Undefined
B0DSPMRX3X,,63264.28,Undefined
B0DRVB85TR,,8953.61,Undefined
B0D44T6NH8,,59878.33,Undefined
B0DNB3VD58,,959.31,Undefined
B0DSZS6DBL,,503.79,Undefined
B0DT15XVZP,,196.64,Undefined
B0DP2RZ1JH,,297.25,Undefined
B0DPMNLF82,,5191.83,Undefined
B0DPHHBPK4,,3325.2,Undefined
B0DPHGP4SX,,693.3,Undefined
B0DQ88ZBCS,,3441.28,Undefined
B0DP42W124,,1048.77,Undefined
B0DRX2Q94L,,1290.48,Undefined
B0DHTJSQ6S,,41787.01,Undefined
B0DM1GSBS7,,69876.8,Undefined
B0DQ83HJVC,,17.48,Undefined
B0DN1FS7G3,,166.41,Undefined
B0DMSWX4TL,,8947.34,Undefined
B0DM65DVFQ,,103513.81,Undefined
B0DSZTCGXV,,4148.86,Undefined
B0DLSR181R,,319.31,Undefined
B0DM1S7LZZ,,62507.47,Undefined
B0DKG4CLV8,,1906.04,Undefined
B0DJP92D36,,5093.1,Undefined
B0DJP7KV3S,,5899.34,Undefined
B0D4J5Y58M,,8603.21,Undefined
B0DS6J8B1K,,448.49,Undefined
B0DM1QZKJY,,72772.82,Undefined
B0DPQDG9H1,,18135.56,Undefined
B0DM1KMZJ6,,27288.3,Undefined
B0DSZY2ZPH,,106712.56,Undefined
B0DPWQZ1HY,,575.76,Undefined
B0DSZS3NXZ,,1731.31,Undefined
B0DMSN6HSQ,,577.94,Undefined
B0DQPKCPF2,,12145.83,Undefined
B0DM26WF6G,,167.58,Undefined
B0DST2X4KP,,18445.42,Undefined
B0DK14NS92,,230.66,Undefined
B0DPL8Z7J8,,942.53,Undefined
B0DKH5X7TL,,982.16,Undefined
B0DST16V5P,,18445.42,Undefined
B0DLGGMHVG,,28021.88,Undefined
B0DNJQW3PR,,545.72,Undefined
B0DSTNCL3X,,1179.87,Undefined
B0DST233RR,,23378.42,Undefined
B0DP2Q12L7,,104477.37,Undefined
B0DNDSVM2K,,107528.51,Undefined
B0DSMKD8FZ,,84950.54,Undefined
B0DNJM63LT,,65.55,Undefined
B0DHXRR2K2,,22.04,Undefined
B0DPGJ6SG1,,1887.79,Undefined
B0DSW8G25J,,250.57,Undefined
B0DSW7R42S,,250.57,Undefined
B0DSW7529X,,420.55,Undefined
B0DR1NZJB2,,45614.04,Undefined
B0DNS1KQL3,,1088.29,Undefined
B0DP4572J6,,3428.67,Undefined
B0DSW2TRXG,,3476.84,Undefined
B0DK72XS43,,740.88,Undefined
B0DNPHLBT7,,155854.91,Undefined
B0DSC3R34F,,12679.65,Undefined
B0DSFVTCD7,,10300.19,Undefined
B0DRFR25TM,,16387.06,Undefined
B0DLWYXYFW,,453.53,Undefined
B0DMVSV5G1,,23659.86,Undefined
B0DK6VZB64,,10128.43,Undefined
B0DK4KDKDY,,18908.22,Undefined
B0DJSK6G94,,721.92,Undefined
B0DPHBGJLS,,96030.71,Undefined
B0DRHWTHY7,,952.4,Undefined
B0DQ7GVKDQ,,1748.26,Undefined
B0DSVMFSMB,,1581.25,Undefined
B0DSVMSRW3,,1702.22,Undefined
B0DNW68RH2,,718.75,Undefined
B0DP6DSL1D,,95.02,Undefined
B0DP6RYYDY,,131.87,Undefined
B0DRHWWHFW,,2446.17,Undefined
B0DPP8GGG8,,0.0,Undefined
B0DR83KCQZ,,1504.31,Undefined
B0DPYRS6YS,,0.0,Undefined
B0DQKP2CD9,,845.16,Undefined
B0DQTKWS95,,0.0,Undefined
B0DPMKQP29,,423.29,Undefined
B0DSVFSGF4,,959.95,Undefined
B0DSVFDK3D,,959.95,Undefined
B0DSVFYHDR,,959.95,Undefined
B0DPMK5S82,,423.29,Undefined
B0DQKR59T5,,845.16,Undefined
B0DNDV6L36,,11929.78,Undefined
B0DK4XYW76,,7278.31,Undefined
B0DPSJLCYS,,11061.27,Undefined
B0DM63YRXQ,,6268.64,Undefined
B0DPN1RSMS,,1835.35,Undefined
B0DS626P11,,767.48,Undefined
B0DSL9LK8F,,5661.82,Undefined
B0DRRQMVCC,,809.1,Undefined
B0DPMV4R97,,1183.79,Undefined
B0DS5YP4S2,,1503.42,Undefined
B0DRJQD68L,,324.03,Undefined
B0DS64DZV5,,1242.04,Undefined
B0DS61PZZH,,1503.42,Undefined
B0DS62WLHK,,675.4,Undefined
B0DS8LPKJ4,,20131.51,Undefined
B0DRTJR364,,689.43,Undefined
B0DS64Z81Y,,599.08,Undefined
B0DSFWRJCH,,1301.97,Undefined
B0DS5YWBRZ,,1392.98,Undefined
B0DS648JD5,,885.37,Undefined
B0DRPM3PW7,,281.05,Undefined
B0DS63B3RV,,767.48,Undefined
B0DS63GR1V,,885.37,Undefined
B0DS62VM8C,,1277.77,Undefined
B0DS621RBX,,1166.85,Undefined
B0DS6229T3,,1454.32,Undefined
B0DS632W9P,,885.37,Undefined
B0DS5Z3LS3,,1242.04,Undefined
B0DS5ZZ6MQ,,599.08,Undefined
B0DS62W6TS,,599.08,Undefined
B0DSD5M6W5,,24.96,Undefined
B0DSP5GS46,,1278.19,Undefined
B0DS639HCW,,1242.04,Undefined
B0DP9FHH5L,,2757.5,Undefined
B0DQCP83HG,,1355.89,Undefined
B0DST6W919,,3525.95,Undefined
B0DJ8X4BRY,,3857.65,Undefined
B0DQ4Z95WS,,748.75,Undefined
B0DSTX1LPT,,65.55,Undefined
B0DJ8R9T1Z,,2997.23,Undefined
B0DP6RHH4X,,2057.89,Undefined
B0DQTRW3CN,,200.33,Undefined
B0DSTQC3M8,,196.64,Undefined
B0DSHC3PLK,,82.59,Undefined
B0DPX4RZ41,,2849.34,Undefined
B0DPX3J6N5,,2808.3,Undefined
B0DQ4WCJSN,,727.15,Undefined
B0DRBKPP9G,,6003.77,Undefined
B0DS276Q3V,,4096.77,Undefined
B0DRNSCHND,,3742.35,Undefined
